ICAO,IATA,Nome_Aeroporto,Cidade
BR-1485,,Fazenda Dois Buritis Airstrip,Coxim
BR-1486,,Ribeirão II Airport,Itiquira
BR-1487,,Coronel Eduardo Garcia Airport,Silves
BR-1488,,Fazenda São José do Rancho Grande Airstrip,Aquidauana
BR-1489,,Fazenda Guanandi Airstrip,Corumbá
BR-1490,,Fazenda Cayman Airport,São Félix do Araguaia
BR-1491,,Fazenda Cachoeirinha Airstrip,Ribas do Rio Pardo
BR-1492,,Fazenda Goaçu Airstrip,Ribas do Rio Pardo
BR-1495,,Grupo Rotta Airstrip,Novo Progresso
BR-1496,,Coomerj Airstrip,Laranjal do Jari
BR-1497,,Fazenda Caturama Airstrip,Zacarias
BR-1498,,WYDA Heliport,Sorocaba
BR-1499,,Dom Rodrigo El Manco Airstrip,Piracuruca
BR-1500,,Fazenda Girassol Airport,Pedra Preta
BR-1501,,Fazenda San Diego Airport,Campo Verde
BR-1502,,Coudelaria Rocas do Vouga Heliport,Itu
BR-1503,,Fazenda Nova Esperança Airstrip,Cáceres
BR-1504,,Fazenda Jamaica Airport,Serra Nova Dourada
BR-1505,,Fazenda Baile Airport,Nova Andradina
BR-1506,,Fazenda Aracagi Airstrip,Peixoto de Azevedo
BR-1507,,Fazenda Diamante - Jufap Airstrip,Nova Alvorada do Sul
BR-1508,,São Miguel do Tapuio Airport,São Miguel do Tapuio
BR-1509,,Fazenda Jandaira Airstrip,Tapurah
BR-1510,,Adão Veríssimo Airstrip,Itinga do Maranhão
BR-1511,,Fazenda Retirinho Airstrip,Aquidauana
BR-1512,,Fazenda Rancho Branco Airstrip,Nova Maringá
BR-1513,,Fazenda Cambara 1 Airstrip,Correntina
BR-1514,,Bahiagliding Airstrip,Formosa do Rio Preto
BR-1515,,CMA Heliport,Barretos
BR-1516,,Ouro Branco Heliport,Indiara
BR-1518,,Fazenda Vazante Airport,Aquidauana
BR-1519,,Fazenda Serra Dourada Airstrip,Itaituba
BR-1520,,Soufer Cambui Heliport,Cambuí
BR-1521,,Malibu do Parecis Airstrip,Campo Novo do Parecis
BR-1522,,Fazenda Estrela Dalva Airport,Aporé
BR-1523,,Melo Pinheiro Heliport,Porto Feliz
BR-1524,,Fazenda São Roque Airport,Sorriso
BR-1525,,Fazenda Alvemi Airstrip,Paranaíba
BR-1526,,Bainho de Baixo Airstrip,Barão de Melgaço
BR-1527,,Fazenda Girassol do Prata Airport,Santo Antônio do Leverger
BR-1528,,Fazenda Savana Airport,Riachão das Neves
BR-1529,,BBP Heliport,Jarinu
BR-1530,,Villa Santa Maria Heliport,São Bento do Sapucaí
BR-1531,,Fazenda Tainacan Airstrip,Aruanã
BR-1532,,Fazenda Tropical Airport,Baixa Grande do Ribeiro
BR-1533,,Fazenda Canoeiro Airport,Cocalinho
BR-1534,,Fazenda Seriema Airstrip,Nova Andradina
BR-1535,,Bravíssima Private Residence Heliport,Itajaí
BR-1536,,Fazenda Paz Airport,Formosa do Rio Preto
BR-1537,,Fazenda Santa Bernadette da Volta Grande Airstrip,Campo Grande
BR-1538,,Fazenda Caraíbas Airstrip,Ipirá
BR-1539,,Fazenda Santa Maria Airstrip,Aral Moreira
BR-1540,,Fazenda Fartura Airport,Planalto da Serra
BR-1541,,Fazenda Calubra Airstrip,Passagem Franca do Piauí
BR-1542,,Pousada Sucunduri Airstrip,Borba
BR-1543,,Palácio dos Leilões Heliport,Juatuba
BR-1544,,Punaú Eco Brasil Heliport,Rio do Fogo
BR-1545,,Fazenda Campo Alto Airport,Prata
BR-1546,,Fazenda Brasa Airstrip,Rosário do Sul
BR-1547,,Fazenda Formoso de Paraúna Airport,Paraúna
BR-1548,,Imagem Aviação Airstrip,Monções
BR-1549,,Fazenda Itália Airstrip,Dom Eliseu
BR-1550,,Fazenda Planalto Airport,Costa Rica
BR-1551,,Heliponto Trama,Porto Seguro
BR-1552,,Porto do Açu Airport,São João da Barra
BR-1553,,Fazenda Agromapi Airstrip,São Félix de Balsas
BR-1554,,Fazenda Capim Doce Airstrip,Pontes e Lacerda
BR-1555,,Fazenda Bela Vista Airstrip,Correntina
BR-1556,,Fazenda União Airstrip,Jaborandi
BR-1557,,Cravari Airstrip,Brasnorte
BR-1558,,Fazenda Rodoserv IV Airstrip,Caracol
BR-1559,,Fazenda Mesa Vermelha,Guiratinga
BR-1560,,Maria Clara Airstrip,Ponta de Pedras
BR-1561,,Agropecuária Thomazi Airport,Comodoro
BR-1562,,Grupo Petrópolis Alagoinhas Heliport,Alagoinhas
BR-1563,,Selma Nunes Airport,Macaúbas
BR-1564,,Fazenda Paraíso do Formoso Airstrip,Bonito
BR-1565,,Soldado PM Pedro José Rodrigues Heliport,Balneário Camboriú
BR-1566,,Cmte. Dr. Ricardo Stoppe Júnior Airstrip,Lábrea
BR-1567,,Grotta Del Caravaggio Heliport,Santa Teresa
BR-1568,,Casa da Pedra Heliport,Porto Feliz
BR-1569,,Reik - Campos do Jordão Heliport,Campos do Jordão
BR-1570,,Piracuruca Airport,Piracuruca
BR-1571,,Monte Cristo Airport,Monte Belo
BR-1572,,Luzilandia Airport,Luzilândia
BR-1573,,T & T Heliport,Blumenau
BR-1574,,Fazenda Jucurutu - Nordeste Airport,Jaborandi
BR-1576,,Fazenda Água Boa Maricultura Airport,Itaporanga d'Ajuda
BR-1577,,Hospital Regional Norte Helipad,Sobral
BR-1578,,Nathor Heliport,Blumenau
BR-1579,,Carnaubinha Praia Resort Heliport,Luís Correia
BR-1580,,Fazenda Bom Retiro Airstrip,Quintana
BR-1581,,Fazenda Vale do Kafroun Airport,Grajaú
BR-1582,,Fazenda São Vicente Airport,Ponta Porã
BR-1583,,Mina de Buritirama Airport,Marabá
BR-1584,,Fazenda Dumont - Chiquinho Ribeiro Airport,Bragança Paulista
BR-1585,,CAT - Clube Aéreo Taquari Airport,Vilhena
BR-1586,,Fazenda Beatriz Airport,Campo Grande
BR-1587,,Usina Santa Helena Airport,Nova Andradina
BR-1588,,Fazenda Forcela Heliport,Itapecerica
BR-1589,,Usina Calcário Parecis Airport,Parecis
BR-1590,,Haskell Heliport,Viçosa
BR-1591,,Fazenda Jauquara Airport,Barra do Bugres
BR-1592,,Tarobá Airstrip,Santa Terezinha de Itaipu
BR-1593,,Fazenda Videira Airport,Poconé
BR-1594,,Bruno Forcela Heliport,Itapecerica
BR-1595,,Fazenda Visual Heliport,Esmeraldas
BR-1596,,3 Tentos CETEC Heliport,Santa Bárbara do Sul
BR-1597,,Fazenda Novo México,Jaborandi
BR-1598,,Fazenda Juerana Airport,Ilhéus
BR-1599,,Cardio Pulmonar da Bahia Helipad,Salvador
BR-1600,,Renascera Airport,Arame
BR-1601,,Boris Airport,Luís Eduardo Magalhães
BR-1602,,Fazenda Gerais Airport,Formosa do Rio Preto
BR-1603,,Santa Helena de Goiás - Paulo Lopes Regional Airport,Santa Helena de Goiás
BR-1604,,Engenho d'Água Heliport,Ilhabela
BR-1605,,Fazenda São João do Monge Airstrip,Água Fria de Goiás
BR-1606,,Fazenda Alternativa Airstrip,Almas
BR-1607,,Fazenda Santa Maria Airport,Bela Vista
BR-1608,,Cata Helipad,Balneário Camboriú
BR-1609,,Fazenda Ventura IV Airport,São Desidério
BR-1610,,Condomínio Village da Serra Heliport,Guaramiranga
BR-1611,,Haras Rei Davi Heliport,Itatiaiuçu
BR-1612,,Aeroluck Airport,Sinop
BR-1613,,Alex Testoni Airstrip,Ouro Preto do Oeste
BR-1614,,Fazenda Salto Airstrip,Nioaque
BR-1615,,Fazenda Santa Maria Airstrip,Porto Esperidião
BR-1616,,Fazenda Santa Helena Airport,Porto Murtinho
BR-1617,,NSA-PA Airport,Cumaru do Norte
BR-1618,,Hemmer Heliport,Blumenau
BR-1619,,Ninho Pássaro Heliport,Navegantes
BR-1620,,Aeroata Airport,Araçatuba
BR-1621,,Fazenda Agrícola Godoy Airport,Catalão
BR-1624,,Schõn Heliport,Pitanga
BR-1625,,Fazenda Paraíso Airstrip,Inocência
BR-1626,,Fazenda Mata Roxa Airport,Nova Aurora
BR-1627,,Fazenda Caruan Airport,Salto do Céu
BR-1628,,Isogama Heliport,São José dos Pinhais
BR-1629,,Ilhota dos Coqueiros Heliport,Salvador
BR-1630,,Fazenda Santa Lúcia Airport,Brasiléia
BR-1631,,Botelho Belchior Heliport,Aratuba
BR-1632,,Fazenda Serrana Airstrip,Maracaju
BR-1633,,Iporá Airport,Iporá
BR-1634,,Torre Harmony Helipad,Balneário Camboriú
BR-1635,,Teimoso Heliport,Campo Largo
BR-1636,,Fazenda Piloto Padrão KKS37/3 Airstrip,Duque de Caxias
BR-1637,,Fazenda Sertãozinho Airstrip,Aquidauana
BR-1638,,Prainha Airport,Apuí
BR-1639,,Ribeirão Cascalheira (SOS Mecanica Diesel) Airport,Ribeirão Cascalheira
BR-1640,,Palácio Laranjeiras Heliport,Rio de Janeiro
BR-1641,,Curral Alto Airport,Santa Vitória do Palmar
BR-1642,,LS Aviação Agrícola Airport,Palmares do Sul
BR-1643,,Sitio do Cascão Private Airport,Peruibe
BR-1644,,Praia Santana Airport,Maraú
BR-1645,,Pontinha Airport,Jaguaripe
BR-1646,,Engenho Tentugal Airport,São José da Coroa Grande
BR-1647,,Costa dos Corais - Maragogi Airport (under construction),Maragogi
BR-1648,,Usina União Industria Private Airport,Primavera
BR-1649,,Rio de Pirucaia Airport,Nossa Senhora do Livramento
BR-1650,,Rio Tinto Airport,Rio Tinto
BR-1651,,Fazenda Santa Joana Airport,Sorriso
BR-1652,,Rancho do Povo Airport,Itaiçaba
BR-1653,,Outeiro Airport,Aracati
BR-1654,,Cajucoco Airport,Itarema
BR-1655,,Primeira Cruz Airport,Primeira Cruz
BR-1656,,Cândido Mendes Airport,Cândido Mendes
BR-1657,,Godofredo Viana Airport,Godofredo Viana
BR-1658,,Bragança - Juscelino Kubitschek Regional Airport,Bragança
BR-1659,,Curuçá Airport,Curuçá
BR-1660,,Santa Cruz do Arari Airport,Santa Cruz do Arari
BR-1661,,Arapixi Airport,Chaves
BR-1662,,Amapá South Airport,Amapá
BR-1663,,Aldeia Kumarumã Airport,Oiapoque
BR-1664,,Vila Velha Airport,Oiapoque
BR-1665,,Ponta Mogiquiçaba Airport,Santa Cruz Cabrália
BR-1667,,Mazagão Airport,Mazagão
BR-1668,,Açude Araras Airport,Varjota
BR-1669,,Curva Preta Airport,Curva Preta
BR-1670,,Fazenda Irajá Airport,Balsas
BR-1671,,Fazenda Marambaia Heliport,Petrópolis
BR-1672,,E-AR Airport,Brasília
BR-1673,,Caxixe (ACA) Airstrip,Venda Nova do Imigrante
BR-1674,,Monte Azul Airstrip,Monte Azul
BR-1675,,Luís Eduardo Magalhães Airport,Luís Eduardo Magalhães
BR-1676,,Jardim Ipé Airport,Luís Eduardo Magalhães
BR-1677,,Trend Tower Helipad,Barueri
BR-1678,,APTA Helipad,São Bernardo do Campo
BR-1679,,Hospital Público Regional de Betim Helipad,Betim
BR-1680,,Portal Piçarras Heliport,Balneário Piçarras
BR-1681,,Frisama Eldorado Airport,Eldorado do Carajás
BR-1682,,Prata Airport,Prata
BR-1683,,Estrela do Oeste I - AGT Airport,Anaurilândia
BR-1684,,Carmine Castaldo Airport,Tabaporã
BR-1685,,Uirapuru Airport,Uirapuru
BR-1686,,Aldeia Kremoro Airport,Peixoto De Azevedo
BR-1687,,Dolores Heliport,Rio Negrinho
BR-1688,,Fazenda Murará Airport,Bonfim
BR-1689,,Emphos Heliport,São José
BR-1690,,Fazenda Três Irmãos Airport,Novo Progresso
BR-1691,,Itamar Musse Heliport,Lauro de Freitas
BR-1692,,Delta Heliport,São José de Ribamar
BR-1693,,Rancho Toca do Lobo Airport,Nova Olímpia
BR-1694,,Cacau Show Helipad,Itapevi
BR-1695,,São Gotardo Airport,São Gotardo
BR-1696,,Fazenda Nova Agropecuária Airport,Nova Bandeirantes
BR-1697,,Fazenda Beatriz Airport,Brasilândia
BR-1698,,Rochaverá – Alfa Helipad,São Paulo
BR-1699,,Assis Brasil Airport,Assis Brasil
BR-1700,,Pousada Kaluana Heliport,Maraú
BR-1701,,Ruy Barbosa Airport,Ruy Barbosa
BR-1702,,Fazenda Dois Irmãos Airport,Campo Novo do Parecis
BR-1703,,Stelita Heliport,Pouso Alegre
BR-1704,,Fazenda Santa Umbelina Airstrip,Naviraí
BR-1705,,Fazenda Santa Carmem Airport,Nova Ubiratã
BR-1706,,Akron Helipad,São Paulo
BR-1707,,Salvador Aeroclub,Salvador
BR-1708,,Fazenda São Gotardo Airstrip,Brasnorte
BR-1710,,Kartódromo Ayrton Senna Heliport,São Paulo
BR-1711,,Autódromo José Carlos Pace Hospital Heliport,São Paulo
BR-1712,,SESC Heliport,Itaparica
BR-1713,,Fazenda Ouro Verde II Airport,Campo Novo do Parecis
BR-1714,,Agrotec Airport,Manacapuru
BR-1715,,Hospital Universitário UNIFAP Helipad,Macapá
BR-1716,,Internacional Plaza II Helipad,São Paulo
BR-1717,,Fazenda Espírito Santo Airport,Cachoeira do Arari
BR-1718,,Fazenda Buriti 10 Airport,Paracatu
BR-1719,,Fazenda La Poveda Airport,Felixlândia
BR-1720,,Condomínio CLC Airport,Campo Grande
BR-1721,,Tek Nações Unidas Helipad,São Paulo
BR-1722,,Fazenda Três Fronteiras Airport,Alto Taquari
BR-1723,,Fazenda Marialva Airport,Naviraí
BR-1724,,Pesqueiro Pantanal Airport,Santo Antônio do Leverger
BR-1725,,Sociedade de Propósito Específico Fazenda Falésias SPE Ltda Heliport,Jequiá da Praia
BR-1726,,ThomasiCamargo Heliport,Santa Rita do Passa Quatro
BR-1727,,Penitenciária Federal de Mossoró Heliport,Mossoró
BR-1728,,Fazenda Cifrão Airport,Pedra Preta
BR-1729,,Centro de Convenções de João Pessoa Heliport,João Pessoa
BR-1730,,Usina Biopalma Moju Heliport,Moju
BR-1731,,Fazenda Bom Jesus Airport,Lambari d'Oeste
BR-1732,,Full Gauge Helipad,Canoas
BR-1733,,Fazenda Santa Alaydes Airstrip,Corumbá
BR-1734,,Heliponto Privado Hiper Moreira,Goiânia
BR-1735,,Fazenda Guanabara Airport,Nova Alvorada Do Sul
BR-1736,,Jauá Airport,Camaçari
BR-1737,,Jauá Airport,Camaçari
BR-1738,,Fazenda Santa Ana Airport,Corumbiara
BR-1739,,Aeródromo de Campo Formoso,Campo Formoso
BR-1740,,Carneirinho Agroindustrial Airport,Carneirinho
BR-1741,,Vila Uirapuru Airport,Uirapuru
BR-1742,,Black Panther Helipad,Blumenau
BR-1743,,Cel Porto Airstrip,Camapuã
BR-1744,,Fazenda Cristal 2 Airport,Nova Crixás
BR-1745,,Fazenda Santa Fé Airport,Iranduba
BR-1746,,Fazenda Cristo Rei Airport,Parecis
BR-1747,,JK 1455 Helipad,São Paulo
BR-1748,,Fazenda Santo Aurélio Airstrip,Paracatu
BR-1749,,Sulina Sementes Airport,Diamantino
BR-1750,,Fazenda Santa Bárbara Heliport,Vitória do Mearim
BR-1751,,Enseada Heliport,Salvador
BR-1752,,Arujá Heliport,Arujá
BR-1753,,Guacho Airport,Santa Cruz do Rio Pardo
BR-1754,,Aeródromo Sunset,Imbituba
BR-1755,,Apodi Heliport,Caucaia
BR-1756,,Autos do Sangue Airport,Brasnorte
BR-1757,,JTMaresias Heliport,São Sebastião
BR-1758,,Takeo Noguchi Airport,Araraquara
BR-1759,,Fazenda Cristiani Airport,Barra do Bugres
BR-1760,,Unimed Volta Redonda Helipad,Volta Redonda
BR-1761,,Fazenda Correntão Airport,Aporé
BR-1762,,Fazenda Jacarezinho Nova Terra Airport,Wanderley
BR-1763,,Two Towers Helipad,São Luís
BR-1764,,Golfe Lago Azul Heliport,Araçoiaba da Serra
BR-1765,,Fazenda Santa Filomena Airstrip,Corumbá
BR-1766,,Ivaí Aeroagrícola Airport,Engenheiro Beltrão
BR-1767,,Home Hospital Helipad,Brasilia
BR-1768,,Fazenda Pontal da Cachoeira,Camapuã
BR-1769,,Pista Porquinho,Itaituba
BR-1770,,Ages Jacobina Heliport,Jacobina
BR-1771,,Icon Alphaville Helipad,Barueri
BR-1772,,Fazenda Olho d'Água Airport,Pedro Gomes
BR-1773,,Fazenda Onça Parda Airport,Antônio João
BR-1774,,Fly Village Airport,Altos
BR-1775,,Fazenda Alves  Airport,Sorriso
BR-1776,,Monteflor Heliport,Guaramiranga
BR-1777,,Skydive Litoral Airport,Saquarema
BR-1778,,Hospital Metropolitano Sul - Dom Helder Câmara Helipad,Cabo de Santo Agostinho
BR-1779,,Panco 8 Helipad,São Paulo
BR-1780,,Restaurante Dalmo Heliport,Guarujá
BR-1781,,Haras Sahara Heliport,Matozinhos
BR-1782,,Estância Sâo Sebastiâo Airstrip.,Vicentina
BR-1783,,MOBI Heliport,Aparecida de Goiânia
BR-1784,,Fazenda Sucupira Airport,Vila Rica
BR-1785,,Fazenda Triflora Airport,São Desidério
BR-1786,,Moraes Almeida Airport,Itaituba
BR-1788,,Fazenda Cachoeira Airport,Água Clara
BR-1789,,Portofino Heliport,Campos do Jordão
BR-1790,,Fazenda Estreito Ponte de Pedras Airport,Montividiu
BR-1791,,Fazenda Pratinha Airport.,Uruçuí
BR-1792,,Ninho do Condor Heliport,Nova Iguaçu
BR-1793,,Palácio Iguaçu Heliport,Curitiba
BR-1794,,Fazenda Vera Airstrip,Alcinópolis
BR-1795,,Paraná Moda Park Helipad,Maringá
BR-1796,,Fazenda Redenção Airport,Piracicaba
BR-1797,,Fazenda Barrinha Heliport,Espírito Santo do Pinhal
BR-1798,,Fazenda Panamby Airport,Querência
BR-1799,,Frysk  Heliport,Conde
BR-1800,,Fazenda Bom Gosto Airport,Rondon do Pará
BR-1801,,Fazenda Sequóia Airport,Setubinha
BR-1802,,Fazenda Rancho Alegre Airstrip,Rio Verde de Mato Grosso
BR-1803,,Fazenda Santos Reis Airport,Rio Maria
BR-1804,,Serra do Curral Heliport,Belo Horizonte
BR-1805,,Fazenda Arrojadinho Airport,Jaborandi
BR-1806,,Reik Heliport,Guarujá
BR-1807,,Sítio Rosa Mística Heliport.,Matão
BR-1808,,Recanto da Serra Heliport,Itaguaí
BR-1809,,Lorenzon Airstrip,Garibaldi
BR-1810,,Fazenda Rancharia Airport,Água Clara
BR-1811,,Teutofly Airport,Teutônia
BR-1812,,Helicentro Catarina Heliport,Joinville
BR-1813,,Fazenda Nossa Senhora do Carmo Airstrip,Porto Nacional
BR-1814,,Condomínio Heliport,Contagem
BR-1815,,Birmann 32 Helipad,São Paulo
BR-1816,,Fazenda Pé de Cedro Airport,Peixoto de Azevedo
BR-1817,,Fazenda Brejon Airstrip,Camapuã
BR-1818,,Alfa Airport Posse,São Paulo
BR-1819,,Fazenda Brasília Airport,Rondonópolis
BR-1820,,Fazenda Boa União Airport,Juti
BR-1821,,Hermitage Heliport,Niterói
BR-1822,,CEO Helipad,Rio de Janeiro
BR-1823,,RR76 Clube Espanhol Heliport,Salvador
BR-1824,,Fazenda Nego Velho Airport,Castanheira
BR-1825,,Aero Park Airport,Teresina
BR-1826,,Estância Buriti  Airport,Autazes
BR-1827,,Evandro Moreira Airport,Paragominas
BR-1828,,Sítio Primavera Airport,Itaituba
BR-1829,,Gama Terra Heliport,Ituverava
BR-1830,,Fazenda Córrego Fundo Airport,Nova Andradina
BR-1831,,Fazenda Lagoa Baia da Saudade Airport,Cocalinho
BR-1832,,Trancoso Rio Frade Airstrip,Porto Seguro
BR-1833,,Fazenda Montesion Airport,Toledo
BR-1834,,FASAM Heliport,Goiânia
BR-1835,,HeliXtrema Heliport,Extrema
BR-1836,,Fazenda Água Doce Airport,Jaborandi
BR-1837,,Fazenda Tulipa Airstrip,Campinorte
BR-1838,,Passo Fundo Agro Airstrip,Barreiras
BR-1839,,BEMAD Caxiuanã Airport,Melgaço
BR-1840,,Almarias Heliport,Jarinu
BR-1841,,Bom Jardim Community Runway,Itaituba
BR-1842,,Fábrica Pirelli Heliport,Santo André
BR-1843,,Água Branca Airport,Itaituba
BR-1844,,Comandante Tonho Dondê Airport,Primavera do Leste
BR-1845,,Reik Morumbi Heliport,São Paulo
BR-1846,,Fazenda Piúna Airport,Anaurilândia
BR-1847,,Fazenda Mastruz com Leite Airstrip,Bom Jardim
BR-1848,,Fazenda Bela Nova Airstrip,Itaju do Colônia
BR-1849,,Fazenda Lago Bonito Airport,Mundo Novo
BR-1850,,Deputado Moraes Souza Airport,Buriti dos Lopes
BR-1851,,Estádio Olímpico João Havelange Heliport,Rio de Janeiro
BR-1852,,Igreja Mundial do Poder de Deus - IMPD Helipad,São Paulo
BR-1853,,Fazenda Recanto Airport,Sidrolândia
BR-1854,,Fazenda Retiro da Matão Airport,Porangatu
BR-1855,,Serra Heliport,Guaramiranga
BR-1856,,Fazenda Santa Maria Airstrip,Nova Lacerda
BR-1857,,Fazenda Sertaneja Airport,Alta Floresta
BR-1858,,Fazenda Zancchetin Airport,Lucas do Rio Verde
BR-1859,,Jambeiro Airport,Serra Nova Dourada
BR-1860,,Quinta dos Pinheiros Heliport,Jarinu
BR-1861,,Fazenda Cabeceira Airport.,Dom Aquino
BR-1862,,Fazenda Integrada Airport,Correntina
BR-1863,,Registro State Airport,Registro
BR-1864,,Bomar Airport,Amontada
BR-1865,,Escarpas Heliport,Abadiânia
BR-1866,,Fazenda Rio Fontoura Airport,São Félix do Araguaia
BR-1867,,Fazenda Barranco Alto Airport,Corumbiara
BR-1868,,Fazenda Paraiso Rio Galhão III Airstrip,Mateiros
BR-1869,,Guariba Airstrip,Normandia
BR-1870,,Simolândia Airstrip,Simolândia
BR-1871,,Litucera Helipad,Vinhedo
BR-1872,,Agropecuária Cachoeira Airport,Jaraguari
BR-1873,,Fazenda Mendonça Airport,São Sebastião do Oeste
BR-1874,,Fazenda Cordilheira Airstrip,Miranda
BR-1875,,Fazenda Quinzeiro Moeda Heliport,Moeda
BR-1876,,Caxiuanã 3 Airstrip,Portel
BR-1877,,Fazenda Itapuã  Airport,Cidelândia
BR-1878,,Fazenda Barcelona Airport,Formosa do Rio Preto
BR-1879,,Miguel Rodrigues de Barros Airport,Edéia
BR-1880,,Fazenda Carandazal Airport,Cáceres
BR-1881,,Fazenda Planalto das Emas Airport,Jaborandi
BR-1882,,Fazenda Rainha da Serra Airport,Uruçuí
BR-1883,,Zirondi Airport,Porto Velho
BR-1884,,Fazenda Futura Airport,Nova Ubiratã
BR-1885,,Fazenda Santo Antônio Heliport.,Moji-Mirim
BR-1886,,CEA-Caçapava Airport,Caçapava
BR-1887,,Aldeia Kubenkrankenh Airstrip,Ourilândia do Norte
BR-1888,,Fazenda Santa Vitória-MT Airport,Tabaporã
BR-1889,,Cical Taxi Aéreo e Agro Pecuária Airport,Água Clara
BR-1890,,Fazenda Buriti Airport,Peixoto de Azevedo
BR-1891,,Fazenda Cachoeira Airport,Barra do Garças
BR-1892,,Fazenda Mata Verde Airport,Itanhangá
BR-1893,,Fazenda Lança Airport,Rio Brilhante
BR-1894,,Nelson Braido Airport,Nova Lacerda
BR-1895,,Mabra I Heliport,Nazário
BR-1896,,Vera Gol Heliport,Itaboraí
BR-1897,,Aerovaço Airport,Bom Jesus do Galho
BR-1898,,Pastoreio Airport,Santa Vitória do Palmar
BR-1899,,MS Maragogi Heliport,Maragogi
BR-1900,,PCH Rio Claro Airport,São José do Rio Claro
BR-1901,,Boa Vista Heliport,Conceição do Mato Dentro
BR-1902,,Gold Bravo Airstrip,Itaituba
BR-1903,,Fazenda Sol Nascente Airstrip,Itaituba
BR-1904,,Fazenda Coperbrás Airport,Brasília
BR-1905,,Fazenda Reunidas Pedreira Airstrip,Caiapônia
BR-1906,,Fazenda Santa Felicidade Airport,Santa Carmem
BR-1907,,Fazenda Vale do Marapé Airport,Nova Mutum
BR-1908,,Itaú - Data Center Mogi Mirim Heliport,Moji-Mirim
BR-1909,,Igarashi 3 Helipad,Planaltina
BR-1910,,Fazenda Progresso Airstrip,Araguacema
BR-1911,,Fazenda Mustang II Airport,Candeias do Jamari
BR-1912,,Fazenda Triunfo Airport,Sonora
BR-1913,,Coopersantafé Airstrip,Cocos
BR-1914,,Fazenda Guararemas Heliport,Paraíba do Sul
BR-1916,,Aldeia Rio Vermelho (Krénhêdjã) Airstrip,Ourilândia do Norte
BR-1917,,Fazenda Santa Cruz Heliport,Atibaia
BR-1918,,Helicentro CGRANZA Heliport,Camboriú
BR-1919,,Bon Voyage Heliport,Pomerode
BR-1920,,Fazenda Campo Alegre Airstrip,Corumbá
BR-1921,,Fazenda Santa Helena Airport,Ribas do Rio Pardo
BR-1922,,Paraíba Aeroclube,São Miguel de Taipu
BR-1923,,Reserva do Toque Heliport,São Miguel dos Milagres
BR-1924,,Fazenda Conceição Airport,Wanderle
BR-1925,,Fazenda Branca - Xangrilá Airport,Vale de São Domingos
BR-1926,,Fazenda Lagoa das Conchas Airport,Colniza
BR-1927,,Fazenda Maravilha Airport,Sorriso
BR-1928,,Fazenda Juína Airport,Juína
BR-1929,,Fazenda Pau Brasil Airport,Itinga do Maranhão
BR-1930,,Helibúzios Heliport,Armação de Búzios
BR-1931,,Fazenda Taquarussu Airstrip,Sete Quedas
BR-1932,,Fazenda São Sebastião Airport,Ribas do Rio Pardo
BR-1933,,Samarco Mina do Germano Heliport,Mariana
BR-1934,,Fazenda Nebraska Airstrip,Balsas
BR-1935,,Fazenda Sao Sebastiao Airport,Sao Jose so Barreiro
BR-1936,,Aurea Airport,Serra Do Salitre
BR-1937,,Fazenda Alamo Airport,Sao Carlos
BR-1938,,Fazenda Itaquere Airport,Araraquara
BR-1939,,Aeroclube Airport,Nova Iguaçu
BR-1940,,Leda Mello Resende Airport,Três Pontas
BR-1941,,Usina Porto Primavera Airport,Rosana
BR-1942,,Santo Antônio do Amparo Airport,Santo Antônio do Amparo
BR-1943,,Belo Jardim Airport,Belo Jardim
BR-1944,,Divisa Airport,Encruzilhada
BR-1945,,Guanhães Airport,Guanhães
BR-1946,,Herbert Mata Pires Airport,Itaberaba
BR-1947,,Aeroclube da Paraíba Airport,João Pessoa
BR-1948,,Santana do Araguaia Airport,Santana do Araguaia
BR-1949,,Fazenda Do Cantagalo Airport,Piedras do Maria Da Cruz
BR-1950,,São Raimundo Nonato Airport,São Raimundo Nonato
BR-1951,,Dionísio Cerqueira Airport,Dionísio Cerqueira
